loc,cases,deaths,month
NUEVA VISCAYA,Cases,1,3
NUEVA VISCAYA,Cases,0,12
NUEVA VISCAYA,Cases,4,9
NUEVA VISCAYA,Cases,0,4
NUEVA VISCAYA,Cases,1,10
NUEVA VISCAYA,Cases,0,7
NUEVA VISCAYA,Cases,3,6
NUEVA VISCAYA,Cases,0,5
OCCIDENTAL MINDORO,Cases,2,11
OCCIDENTAL MINDORO,Cases,6,10
OCCIDENTAL MINDORO,Cases,1,4
OCCIDENTAL MINDORO,Cases,0,12
OCCIDENTAL MINDORO,Cases,4,9
OCCIDENTAL MINDORO,Cases,1,6
OCCIDENTAL MINDORO,Cases,3,8
OCCIDENTAL MINDORO,Cases,0,1
OCCIDENTAL MINDORO,Cases,3,7
OCCIDENTAL MINDORO,Cases,1,2
OCCIDENTAL MINDORO,Cases,1,3
OCCIDENTAL MINDORO,Cases,2,5
OLONGAPO CITY,Cases,4,9
OLONGAPO CITY,Cases,0,6
OLONGAPO CITY,Cases,0,3
OLONGAPO CITY,Cases,0,12
OLONGAPO CITY,Cases,1,10
OLONGAPO CITY,Cases,0,5
OLONGAPO CITY,Cases,0,1
OLONGAPO CITY,Cases,0,7
OLONGAPO CITY,Cases,0,11
OLONGAPO CITY,Cases,0,2
OLONGAPO CITY,Cases,0,8
OLONGAPO CITY,Cases,0,4
ORIENTAL MINDORO,Cases,0,6
ORIENTAL MINDORO,Cases,2,12
ORIENTAL MINDORO,Cases,2,7
ORIENTAL MINDORO,Cases,1,10
ORIENTAL MINDORO,Cases,5,9
ORIENTAL MINDORO,Cases,2,2
ORIENTAL MINDORO,Cases,3,4
ORIENTAL MINDORO,Cases,4,3
ORIENTAL MINDORO,Cases,5,8
ORIENTAL MINDORO,Cases,1,11
ORIENTAL MINDORO,Cases,3,1
ORIENTAL MINDORO,Cases,3,5
ORMOC CITY,Cases,3,3
ORMOC CITY,Cases,1,2
ORMOC CITY,Cases,1,4
ORMOC CITY,Cases,2,1
ORMOC CITY,Cases,1,12
ORMOC CITY,Cases,1,11
ORMOC CITY,Cases,1,5
ORMOC CITY,Cases,19,9
ORMOC CITY,Cases,1,6
ORMOC CITY,Cases,4,8
ORMOC CITY,Cases,31,10
ORMOC CITY,Cases,2,7
PALAWAN,Cases,5,9
PALAWAN,Cases,0,12
PALAWAN,Cases,2,6
PALAWAN,Cases,0,5
PALAWAN,Cases,13,11
PALAWAN,Cases,2,1
PALAWAN,Cases,3,4
PALAWAN,Cases,3,7
PALAWAN,Cases,8,8
PALAWAN,Cases,6,10
PALAWAN,Cases,1,2
PALAWAN,Cases,0,3
PAMPANGA,Cases,15,2
PAMPANGA,Cases,4,3
PAMPANGA,Cases,8,8
PAMPANGA,Cases,11,12
PAMPANGA,Cases,1,6
PAMPANGA,Cases,4,1
PAMPANGA,Cases,0,5
PAMPANGA,Cases,7,9
PAMPANGA,Cases,6,10
PAMPANGA,Cases,1,4
PAMPANGA,Cases,10,11
PAMPANGA,Cases,6,7
PANGASINAN,Cases,0,5
PANGASINAN,Cases,8,9
PANGASINAN,Cases,5,1
PANGASINAN,Cases,5,11
PANGASINAN,Cases,5,4
PANGASINAN,Cases,9,12
PANGASINAN,Cases,14,8
PANGASINAN,Cases,15,7
PANGASINAN,Cases,6,3
PANGASINAN,Cases,7,10
PANGASINAN,Cases,7,6
PANGASINAN,Cases,6,2
PARANAQUE CITY,Cases,126,10
PARANAQUE CITY,Cases,4,1
PARANAQUE CITY,Cases,0,3
PARANAQUE CITY,Cases,0,5
PARANAQUE CITY,Cases,1,4
PARANAQUE CITY,Cases,11,12
PARANAQUE CITY,Cases,1,2
PARANAQUE CITY,Cases,4,7
PARANAQUE CITY,Cases,14,11
PARANAQUE CITY,Cases,0,6
PARANAQUE CITY,Cases,91,9
PARANAQUE CITY,Cases,2,8
PASAY CITY,Cases,0,5
PASAY CITY,Cases,1,7
PASAY CITY,Cases,0,8
PASAY CITY,Cases,30,10
PASAY CITY,Cases,0,2
PASAY CITY,Cases,41,9
PASAY CITY,Cases,0,4
PASAY CITY,Cases,4,1
PASAY CITY,Cases,1,3
PASAY CITY,Cases,0,6
PASAY CITY,Cases,0,12
PASAY CITY,Cases,6,11
PASIG CITY,Cases,11,11
PASIG CITY,Cases,0,2
PASIG CITY,Cases,5,12
PASIG CITY,Cases,0,5
PASIG CITY,Cases,199,10
PASIG CITY,Cases,100,9
PASIG CITY,Cases,1,1
PASIG CITY,Cases,1,3
PASIG CITY,Cases,0,6
PASIG CITY,Cases,2,7
PASIG CITY,Cases,0,4
PASIG CITY,Cases,3,8
PATEROS,Cases,1,11
PATEROS,Cases,0,6
PATEROS,Cases,1,1
PATEROS,Cases,0,2
PATEROS,Cases,0,8
PATEROS,Cases,11,9
PATEROS,Cases,0,7
PATEROS,Cases,1,5
PATEROS,Cases,0,3
PATEROS,Cases,15,10
PATEROS,Cases,0,12
PATEROS,Cases,0,4
PUERTO PRINCESA CITY,Cases,1,11
PUERTO PRINCESA CITY,Cases,1,3
PUERTO PRINCESA CITY,Cases,0,1
PUERTO PRINCESA CITY,Cases,1,12
PUERTO PRINCESA CITY,Cases,1,7
PUERTO PRINCESA CITY,Cases,1,5
PUERTO PRINCESA CITY,Cases,5,8
PUERTO PRINCESA CITY,Cases,0,10
PUERTO PRINCESA CITY,Cases,0,6
PUERTO PRINCESA CITY,Cases,2,2
PUERTO PRINCESA CITY,Cases,0,4
PUERTO PRINCESA CITY,Cases,4,9
QUEZON,Cases,3,7
QUEZON,Cases,1,5
QUEZON,Cases,7,10
QUEZON,Cases,1,4
QUEZON,Cases,0,3
QUEZON,Cases,1,6
QUEZON,Cases,12,9
QUEZON,Cases,5,8
QUEZON,Cases,1,12
QUEZON,Cases,5,1
QUEZON,Cases,4,11
QUEZON,Cases,1,2
QUEZON CITY,Cases,531,10
QUEZON CITY,Cases,51,11
QUEZON CITY,Cases,11,2
QUEZON CITY,Cases,31,7
QUEZON CITY,Cases,466,9
QUEZON CITY,Cases,21,1
QUEZON CITY,Cases,53,8
QUEZON CITY,Cases,13,12
QUEZON CITY,Cases,6,5
QUEZON CITY,Cases,12,6
QUEZON CITY,Cases,5,3
QUEZON CITY,Cases,8,4
QUIRINO,Cases,0,9
QUIRINO,Cases,0,3
QUIRINO,Cases,1,4
QUIRINO,Cases,0,5
QUIRINO,Cases,1,8
QUIRINO,Cases,2,1
QUIRINO,Cases,0,6
QUIRINO,Cases,4,10
QUIRINO,Cases,1,12
QUIRINO,Cases,1,11
QUIRINO,Cases,0,2
QUIRINO,Cases,1,7
RIZAL,Cases,39,9
RIZAL,Cases,19,12
RIZAL,Cases,3,5
RIZAL,Cases,29,8
RIZAL,Cases,11,2
RIZAL,Cases,6,4
RIZAL,Cases,18,3
RIZAL,Cases,4,6
RIZAL,Cases,17,1
RIZAL,Cases,29,10
RIZAL,Cases,22,7
RIZAL,Cases,19,11
ROMBLON,Cases,0,11
ROMBLON,Cases,0,4
ROMBLON,Cases,1,10
ROMBLON,Cases,0,6
ROMBLON,Cases,0,3
ROMBLON,Cases,0,2
ROMBLON,Cases,6,8
ROMBLON,Cases,3,9
ROMBLON,Cases,0,5
ROMBLON,Cases,1,1
ROMBLON,Cases,0,12
ROMBLON,Cases,2,7
SAMAR,Cases,1,6
SAMAR,Cases,13,10
SAMAR,Cases,0,1
SAMAR,Cases,15,9
SAMAR,Cases,2,2
SAMAR,Cases,1,3
SAMAR,Cases,0,4
SAMAR,Cases,3,12
SAMAR,Cases,4,8
SAMAR,Cases,3,11
SAMAR,Cases,3,7
SAMAR,Cases,1,5
SAN JUAN CITY,Cases,0,3
SAN JUAN CITY,Cases,0,4
SAN JUAN CITY,Cases,0,8
SAN JUAN CITY,Cases,0,7
SAN JUAN CITY,Cases,28,10
SAN JUAN CITY,Cases,0,2
SAN JUAN CITY,Cases,0,12
SAN JUAN CITY,Cases,0,6
SAN JUAN CITY,Cases,1,11
SAN JUAN CITY,Cases,33,9
SAN JUAN CITY,Cases,0,1
SAN JUAN CITY,Cases,0,5
SANTIAGO CITY,Cases,1,12
SANTIAGO CITY,Cases,0,11
SANTIAGO CITY,Cases,0,5
SANTIAGO CITY,Cases,0,3
SANTIAGO CITY,Cases,1,7
SANTIAGO CITY,Cases,0,6
SANTIAGO CITY,Cases,3,10
SANTIAGO CITY,Cases,3,1
SANTIAGO CITY,Cases,4,8
SANTIAGO CITY,Cases,0,2
SANTIAGO CITY,Cases,3,9
SANTIAGO CITY,Cases,0,4
SARANGANI,Cases,3,8
SARANGANI,Cases,173,10
SARANGANI,Cases,149,9
SARANGANI,Cases,3,7
SARANGANI,Cases,5,1
SARANGANI,Cases,2,2
SARANGANI,Cases,2,6
SARANGANI,Cases,4,12
SARANGANI,Cases,4,3
SARANGANI,Cases,0,4
SARANGANI,Cases,0,5
SARANGANI,Cases,4,11
SISQUIJOR,Cases,0,4
SISQUIJOR,Cases,16,10
SISQUIJOR,Cases,0,2
SISQUIJOR,Cases,1,8
SISQUIJOR,Cases,1,5
SISQUIJOR,Cases,0,11
SISQUIJOR,Cases,2,7
SISQUIJOR,Cases,12,9
SISQUIJOR,Cases,2,12
SISQUIJOR,Cases,0,6
SISQUIJOR,Cases,0,3
SISQUIJOR,Cases,0,1
SORSOGON,Cases,3,9
SORSOGON,Cases,2,8
SORSOGON,Cases,0,10
SORSOGON,Cases,3,7
SORSOGON,Cases,1,4
SORSOGON,Cases,1,5
SORSOGON,Cases,3,11
SORSOGON,Cases,2,3
SORSOGON,Cases,3,12
SORSOGON,Cases,3,2
SORSOGON,Cases,2,6
SORSOGON,Cases,0,1
SOUTH COTABATO,Cases,9,1
SOUTH COTABATO,Cases,6,3
SOUTH COTABATO,Cases,4,8
SOUTH COTABATO,Cases,10,12
SOUTH COTABATO,Cases,415,10
SOUTH COTABATO,Cases,12,7
SOUTH COTABATO,Cases,9,4
SOUTH COTABATO,Cases,5,2
SOUTH COTABATO,Cases,13,11
SOUTH COTABATO,Cases,10,6
SOUTH COTABATO,Cases,6,5
SOUTH COTABATO,Cases,356,9
SOUTHERN LEYTE,Cases,2,7
SOUTHERN LEYTE,Cases,12,9
SOUTHERN LEYTE,Cases,22,10
SOUTHERN LEYTE,Cases,2,6
SOUTHERN LEYTE,Cases,1,12
SOUTHERN LEYTE,Cases,1,1
SOUTHERN LEYTE,Cases,1,8
SOUTHERN LEYTE,Cases,2,2
SOUTHERN LEYTE,Cases,4,11
SOUTHERN LEYTE,Cases,1,3
SOUTHERN LEYTE,Cases,2,5
SOUTHERN LEYTE,Cases,1,4
SULTAN KUDARAT,Cases,4,8
SULTAN KUDARAT,Cases,4,3
SULTAN KUDARAT,Cases,6,6
SULTAN KUDARAT,Cases,1,1
SULTAN KUDARAT,Cases,0,4
SULTAN KUDARAT,Cases,3,7
SULTAN KUDARAT,Cases,3,5
SULTAN KUDARAT,Cases,1,12
SULTAN KUDARAT,Cases,2,11
SULTAN KUDARAT,Cases,55,10
SULTAN KUDARAT,Cases,51,9
SULTAN KUDARAT,Cases,1,2
SULU,Cases,1,7
SULU,Cases,3,4
SULU,Cases,1,12
SULU,Cases,1,1
SULU,Cases,8,10
SULU,Cases,0,5
SULU,Cases,11,9
SULU,Cases,0,2
SULU,Cases,4,6
SULU,Cases,0,11
SULU,Cases,1,3
SULU,Cases,3,8
SURIGAO CITY,Cases,0,6
SURIGAO CITY,Cases,2,7
SURIGAO CITY,Cases,69,10
SURIGAO CITY,Cases,1,1
SURIGAO CITY,Cases,1,3
SURIGAO CITY,Cases,3,8
SURIGAO CITY,Cases,1,2
SURIGAO CITY,Cases,2,11
SURIGAO CITY,Cases,48,9
SURIGAO CITY,Cases,0,12
SURIGAO CITY,Cases,0,4
SURIGAO CITY,Cases,0,5
SURIGAO DEL NORTE,Cases,3,2
SURIGAO DEL NORTE,Cases,3,11
SURIGAO DEL NORTE,Cases,1,4
SURIGAO DEL NORTE,Cases,1,5
SURIGAO DEL NORTE,Cases,1,6
SURIGAO DEL NORTE,Cases,0,7
SURIGAO DEL NORTE,Cases,2,12
SURIGAO DEL NORTE,Cases,3,8
SURIGAO DEL NORTE,Cases,94,10
SURIGAO DEL NORTE,Cases,1,1
SURIGAO DEL NORTE,Cases,41,9
SURIGAO DEL NORTE,Cases,0,3
SURIGAO DEL SUR,Cases,0,1
SURIGAO DEL SUR,Cases,64,9
SURIGAO DEL SUR,Cases,0,6
SURIGAO DEL SUR,Cases,1,4
SURIGAO DEL SUR,Cases,3,7
SURIGAO DEL SUR,Cases,0,11
SURIGAO DEL SUR,Cases,107,10
SURIGAO DEL SUR,Cases,1,2
SURIGAO DEL SUR,Cases,0,5
SURIGAO DEL SUR,Cases,2,12
SURIGAO DEL SUR,Cases,2,8
SURIGAO DEL SUR,Cases,1,3
TACLOBAN,Cases,0,5
TACLOBAN,Cases,0,6
TACLOBAN,Cases,1,3
TACLOBAN,Cases,1,12
TACLOBAN,Cases,32,10
TACLOBAN,Cases,5,7
TACLOBAN,Cases,1,4
TACLOBAN,Cases,1,11
TACLOBAN,Cases,3,1
TACLOBAN,Cases,14,9
TACLOBAN,Cases,0,2
TACLOBAN,Cases,2,8
TAGUIG CITY,Cases,0,1
TAGUIG CITY,Cases,73,9
TAGUIG CITY,Cases,10,12
TAGUIG CITY,Cases,83,10
TAGUIG CITY,Cases,14,11
TAGUIG CITY,Cases,3,8
TAGUIG CITY,Cases,2,7
TAGUIG CITY,Cases,2,2
TAGUIG CITY,Cases,1,3
TAGUIG CITY,Cases,1,4
TAGUIG CITY,Cases,0,5
TAGUIG CITY,Cases,1,6
TANDAG CITY,Cases,0,8
TANDAG CITY,Cases,0,7
TANDAG CITY,Cases,0,11
TANDAG CITY,Cases,0,3
TANDAG CITY,Cases,31,9
TANDAG CITY,Cases,44,10
TANDAG CITY,Cases,2,4
TANDAG CITY,Cases,0,5
TANDAG CITY,Cases,0,6
TANDAG CITY,Cases,0,12
TANDAG CITY,Cases,0,2
TANDAG CITY,Cases,2,1
TARLAC,Cases,3,2
TARLAC,Cases,8,8
TARLAC,Cases,3,6
TARLAC,Cases,2,9
TARLAC,Cases,3,11
TARLAC,Cases,1,3
TARLAC,Cases,8,10
TARLAC,Cases,5,1
TARLAC,Cases,10,7
TARLAC,Cases,1,5
TARLAC,Cases,1,12
TARLAC,Cases,0,4
TAWI-TAWI,Cases,0,12
TAWI-TAWI,Cases,1,9
TAWI-TAWI,Cases,0,8
TAWI-TAWI,Cases,0,4
TAWI-TAWI,Cases,0,2
TAWI-TAWI,Cases,0,5
TAWI-TAWI,Cases,0,7
TAWI-TAWI,Cases,0,11
TAWI-TAWI,Cases,2,10
TAWI-TAWI,Cases,1,1
TAWI-TAWI,Cases,0,6
TAWI-TAWI,Cases,1,3
VALENZUELA CITY,Cases,2,12
VALENZUELA CITY,Cases,1,8
VALENZUELA CITY,Cases,70,9
VALENZUELA CITY,Cases,0,5
VALENZUELA CITY,Cases,21,11
VALENZUELA CITY,Cases,2,7
VALENZUELA CITY,Cases,1,3
VALENZUELA CITY,Cases,2,4
VALENZUELA CITY,Cases,1,2
VALENZUELA CITY,Cases,0,6
VALENZUELA CITY,Cases,0,1
VALENZUELA CITY,Cases,90,10
ZAMBALES,Cases,2,2
ZAMBALES,Cases,2,10
ZAMBALES,Cases,2,9
ZAMBALES,Cases,0,12
ZAMBALES,Cases,0,1
ZAMBALES,Cases,1,6
ZAMBALES,Cases,5,7
ZAMBALES,Cases,1,3
ZAMBALES,Cases,1,4
ZAMBALES,Cases,0,11
ZAMBALES,Cases,2,8
ZAMBALES,Cases,1,5
ZAMBOANGA CITY,Cases,8,11
ZAMBOANGA CITY,Cases,5,1
ZAMBOANGA CITY,Cases,10,8
ZAMBOANGA CITY,Cases,6,7
ZAMBOANGA CITY,Cases,8,6
ZAMBOANGA CITY,Cases,70,10
ZAMBOANGA CITY,Cases,5,2
ZAMBOANGA CITY,Cases,37,9
ZAMBOANGA CITY,Cases,8,3
ZAMBOANGA CITY,Cases,4,5
ZAMBOANGA CITY,Cases,6,12
ZAMBOANGA CITY,Cases,2,4
ZAMBOANGA DEL NORTE,Cases,1,3
ZAMBOANGA DEL NORTE,Cases,45,10
ZAMBOANGA DEL NORTE,Cases,1,5
ZAMBOANGA DEL NORTE,Cases,1,4
ZAMBOANGA DEL NORTE,Cases,33,9
ZAMBOANGA DEL NORTE,Cases,7,1
ZAMBOANGA DEL NORTE,Cases,3,2
ZAMBOANGA DEL NORTE,Cases,8,11
ZAMBOANGA DEL NORTE,Cases,4,6
ZAMBOANGA DEL NORTE,Cases,5,12
ZAMBOANGA DEL NORTE,Cases,8,7
ZAMBOANGA DEL NORTE,Cases,12,8
ZAMBOANGA DEL SUR,Cases,4,1
ZAMBOANGA DEL SUR,Cases,3,4
ZAMBOANGA DEL SUR,Cases,45,10
ZAMBOANGA DEL SUR,Cases,6,3
ZAMBOANGA DEL SUR,Cases,3,2
ZAMBOANGA DEL SUR,Cases,7,5
ZAMBOANGA DEL SUR,Cases,11,7
ZAMBOANGA DEL SUR,Cases,2,11
ZAMBOANGA DEL SUR,Cases,30,9
ZAMBOANGA DEL SUR,Cases,10,8
ZAMBOANGA DEL SUR,Cases,4,6
ZAMBOANGA DEL SUR,Cases,1,12
ZAMBOANGA SIBUGAY,Cases,2,8
ZAMBOANGA SIBUGAY,Cases,2,2
ZAMBOANGA SIBUGAY,Cases,7,7
ZAMBOANGA SIBUGAY,Cases,5,6
ZAMBOANGA SIBUGAY,Cases,3,5
ZAMBOANGA SIBUGAY,Cases,6,4
ZAMBOANGA SIBUGAY,Cases,1,12
ZAMBOANGA SIBUGAY,Cases,19,10
ZAMBOANGA SIBUGAY,Cases,3,11
ZAMBOANGA SIBUGAY,Cases,1,3
ZAMBOANGA SIBUGAY,Cases,2,1
ZAMBOANGA SIBUGAY,Cases,23,9